id,name,slug,games_count,image_background,games
13328,Team17 Digital,team17-digital,110,https://media.rawg.io/media/screenshots/1b3/1b3680c0604d4e3c65fc883fd6ace209.jpg,"[{'id': 2115, 'slug': 'overcooked', 'name': 'Overcooked', 'added': 5963}, {'id': 58827, 'slug': 'overcooked-2', 'name': 'Overcooked! 2', 'added': 4484}, {'id': 10436, 'slug': 'golf-with-your-friends', 'name': 'Golf With Your Friends', 'added': 3599}, {'id': 20466, 'slug': 'worms-armageddon', 'name': 'Worms Armageddon', 'added': 3173}, {'id': 44029, 'slug': 'my-time-at-portia', 'name': 'My Time At Portia', 'added': 2690}, {'id': 4240, 'slug': 'worms-revolution', 'name': 'Worms Revolution', 'added': 2615}]"
13071,Naughty Dog,naughty-dog,28,https://media.rawg.io/media/games/837/837a609b0584db5d03534c8e767861b1.jpg,"[{'id': 2462, 'slug': 'uncharted-4-a-thiefs-end', 'name': 'Uncharted 4: A Thief’s End', 'added': 9601}, {'id': 3636, 'slug': 'the-last-of-us-remastered', 'name': 'The Last Of Us Remastered', 'added': 8986}, {'id': 51325, 'slug': 'the-last-of-us-part-2', 'name': 'The Last of Us Part II', 'added': 7408}, {'id': 3990, 'slug': 'the-last-of-us', 'name': 'The Last Of Us', 'added': 7268}, {'id': 5703, 'slug': 'uncharted-3-drakes-deception', 'name': ""Uncharted 3: Drake's Deception"", 'added': 6496}, {'id': 704634, 'slug': 'uncharted-legacy-of-thieves-collection', 'name': 'Uncharted: Legacy of Thieves Collection', 'added': 4950}]"
4149,2K Australia,2k-australia,12,https://media.rawg.io/media/screenshots/f2e/f2e59a790f186dbeb0a0085ef4558385.jpg,"[{'id': 4062, 'slug': 'bioshock-infinite', 'name': 'BioShock Infinite', 'added': 16100}, {'id': 4286, 'slug': 'bioshock', 'name': 'BioShock', 'added': 14759}, {'id': 4427, 'slug': 'bioshock-2', 'name': 'BioShock 2', 'added': 11553}, {'id': 10754, 'slug': 'bioshock-remastered', 'name': 'BioShock Remastered', 'added': 10915}, {'id': 3543, 'slug': 'borderlands-the-pre-sequel', 'name': 'Borderlands: The Pre-Sequel', 'added': 9315}, {'id': 11142, 'slug': 'bioshock-2-remastered', 'name': 'BioShock 2 Remastered', 'added': 9172}]"
3543,Codemasters,codemasters,101,https://media.rawg.io/media/games/bbe/bbe65d8d1e6cc08b79756ad475d5308f.jpg,"[{'id': 4003, 'slug': 'grid-2', 'name': 'GRID 2', 'added': 7719}, {'id': 2572, 'slug': 'dirt-rally', 'name': 'DiRT Rally', 'added': 7006}, {'id': 5578, 'slug': 'grid', 'name': 'GRID (2008)', 'added': 5425}, {'id': 4347, 'slug': 'dirt-showdown', 'name': 'DiRT Showdown', 'added': 4836}, {'id': 3251, 'slug': 'f1-2015', 'name': 'F1 2015', 'added': 3985}, {'id': 244716, 'slug': 'dirt-rally-20', 'name': 'DiRT Rally 2.0', 'added': 3531}]"
6763,FromSoftware,fromsoftware,76,https://media.rawg.io/media/screenshots/a79/a79e980e8651684389c5caa3f6dbddf8.jpg,"[{'id': 2551, 'slug': 'dark-souls-iii', 'name': 'Dark Souls III', 'added': 11217}, {'id': 3387, 'slug': 'bloodborne', 'name': 'Bloodborne', 'added': 8669}, {'id': 50734, 'slug': 'shadows-die-twice', 'name': 'Sekiro: Shadows Die Twice', 'added': 8353}, {'id': 326243, 'slug': 'elden-ring', 'name': 'Elden Ring', 'added': 8093}, {'id': 3371, 'slug': 'dark-souls-ii-scholar-of-the-first-sin', 'name': 'Dark Souls II: Scholar of the First Sin', 'added': 6205}, {'id': 14962, 'slug': 'dark-souls-prepare-to-die-edition', 'name': 'Dark Souls: Prepare To Die Edition', 'added': 5846}]"
22,Deep Silver,deep-silver,35,https://media.rawg.io/media/games/3a2/3a2abea98f66063677e06fb20ad35c0c.jpg,"[{'id': 3604, 'slug': 'metro-last-light-redux', 'name': 'Metro: Last Light Redux', 'added': 9360}, {'id': 3603, 'slug': 'metro-redux', 'name': 'Metro 2033 Redux', 'added': 9312}, {'id': 28172, 'slug': 'kingdom-come-deliverance', 'name': 'Kingdom Come: Deliverance', 'added': 7475}, {'id': 3450, 'slug': 'saints-row-gat-out-of-hell', 'name': 'Saints Row: Gat Out of Hell', 'added': 4120}, {'id': 19584, 'slug': 'risen-2-dark-waters-2', 'name': 'Risen 2: Dark Waters', 'added': 3490}, {'id': 4031, 'slug': 'dead-island-riptide', 'name': 'Dead Island Riptide', 'added': 3111}]"
3868,Firaxis,firaxis,36,https://media.rawg.io/media/screenshots/d0a/d0a700954a1d9a44dc410c6e2d453772.jpg,"[{'id': 13633, 'slug': 'civilization-v', 'name': ""Sid Meier's Civilization V"", 'added': 9771}, {'id': 13910, 'slug': 'xcom-enemy-unknown', 'name': 'XCOM: Enemy Unknown', 'added': 8520}, {'id': 1256, 'slug': 'xcom-2', 'name': 'XCOM 2', 'added': 7681}, {'id': 10297, 'slug': 'civilization-vi', 'name': 'Sid Meier’s Civilization VI', 'added': 7468}, {'id': 17380, 'slug': 'sid-meiers-civilization-iii-complete', 'name': ""Sid Meier's Civilization III Complete"", 'added': 5593}, {'id': 13780, 'slug': 'sid-meiers-civilization-iv', 'name': ""Sid Meier's Civilization IV"", 'added': 2974}]"
4033,IO Interactive,io-interactive-2,38,https://media.rawg.io/media/screenshots/c5c/c5cf501bbcd24706ead483539f2bcec8.jpg,"[{'id': 10035, 'slug': 'hitman', 'name': 'Hitman', 'added': 10879}, {'id': 5583, 'slug': 'hitman-absolution', 'name': 'Hitman: Absolution', 'added': 9765}, {'id': 58654, 'slug': 'hitman-2', 'name': 'Hitman 2', 'added': 8083}, {'id': 19569, 'slug': 'hitman-blood-money', 'name': 'Hitman: Blood Money', 'added': 5860}, {'id': 19592, 'slug': 'hitman-2-silent-assassin', 'name': 'Hitman 2: Silent Assassin', 'added': 4655}, {'id': 10049, 'slug': 'hitman-codename-47', 'name': 'Hitman: Codename 47', 'added': 3974}]"
18111,Electronic Arts DICE,ea-dice,39,https://media.rawg.io/media/games/f0e/f0ec103fb02562f9eafbcd73f124deb0.jpg,"[{'id': 4252, 'slug': 'mirrors-edge', 'name': ""Mirror's Edge"", 'added': 10919}, {'id': 998, 'slug': 'battlefield-1', 'name': 'Battlefield 1', 'added': 7772}, {'id': 3842, 'slug': 'battlefield-4', 'name': 'Battlefield 4', 'added': 6566}, {'id': 28152, 'slug': 'star-wars-battlefront-2', 'name': 'STAR WARS Battlefront II', 'added': 5924}, {'id': 3052, 'slug': 'star-wars-battlefront', 'name': 'STAR WARS Battlefront', 'added': 4979}, {'id': 4397, 'slug': 'battlefield-3', 'name': 'Battlefield 3', 'added': 4988}]"
10,Rockstar Games,rockstar-games,26,https://media.rawg.io/media/screenshots/a95/a95c031fe96063cc40ad377fd828d9ad.jpg,"[{'id': 3498, 'slug': 'grand-theft-auto-v', 'name': 'Grand Theft Auto V', 'added': 22522}, {'id': 28, 'slug': 'red-dead-redemption-2', 'name': 'Red Dead Redemption 2', 'added': 16828}, {'id': 4280, 'slug': 'max-payne-3', 'name': 'Max Payne 3', 'added': 8272}, {'id': 4544, 'slug': 'red-dead-redemption', 'name': 'Red Dead Redemption', 'added': 7430}, {'id': 2647, 'slug': 'manhunt', 'name': 'Manhunt', 'added': 2061}, {'id': 709004, 'slug': 'grand-theft-auto-san-andreas-the-definitive-editio', 'name': 'Grand Theft Auto: San Andreas – The Definitive Edition', 'added': 1181}]"
